TransactionId,UserId,VisitYear,VisitMonth,VisitMode_x,AttractionId,Rating,ContinentId,RegionId,CountryId,CityId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,Continent,AttractionType,VisitModeId,VisitMode_y
4064,335,2018,10,3,1735,4.71743404534533,2,16,58,3744,547,Temple,Sacred Shrine - Trail,"Main Street, Trail, Canada",America,,3,Family
4065,764,2018,8,3,1707,1.8572780847350492,5,2,93,4730,293,Temple,Cathedral - Leon,"Main Street, Leon, Nicaragua",Europe,,3,Family
4066,369,2022,2,4,1594,4.937973159555913,2,13,2,6298,237,Temple,Cathedral - Santo Domingo,"Main Street, Santo Domingo, Dominican Republic",America,,4,Friends
4067,861,2024,8,3,1836,2.744626866923236,5,20,35,898,2239,Park,National Park - Guayaquil,"Main Street, Guayaquil, Ecuador",Europe,,3,Family
4068,584,2018,1,5,1300,1.0058012663645086,3,12,19,2196,0,Park,National Park - -,"Main Street, -, -",Asia,,5,Solo
4069,677,2016,4,2,1679,1.936636580225433,2,17,56,2913,277,Park,Wildlife Reserve - Playa Samara,"Main Street, Playa Samara, Costa Rica",America,,2,Couples
4070,49,2016,3,5,2917,1.3580025635820259,4,6,5,437,7545,Beach,Golden Sand Beach - St.-Thibault-des-vignes,"Main Street, St.-Thibault-des-vignes, France",Australia & Oceania,,5,Solo
4071,52,2015,5,2,2079,1.3695396279849765,5,2,8,7571,2555,Museum,History Museum - Seeb,"Main Street, Seeb, Oman",Europe,,2,Couples
4072,289,2019,5,4,2405,4.271342936570366,3,17,70,3643,5473,Museum,Art Gallery - Guam,"Main Street, Guam, Mariana Islands",Asia,,4,Friends
4073,790,2020,5,3,1775,2.3559053425562593,5,9,119,1921,2157,Park,Eco Park - Province of Cordoba,"Main Street, Province of Cordoba, Argentina",Europe,,3,Family
4074,626,2023,12,3,1323,5.0,3,20,35,7675,6,Park,National Park - Addis Ababa,"Main Street, Addis Ababa, Ethiopia",Asia,,3,Family
4075,239,2019,4,1,2847,3.065778186365216,5,2,118,5103,6972,Market,Night Market - Chisinau,"Main Street, Chisinau, Moldova",Europe,,1,Business
4076,133,2020,8,1,2643,2.840393031819674,2,21,97,5356,6182,Park,Eco Park - Branik,"Main Street, Branik, Slovenia",America,,1,Business
4077,999,2020,3,4,2620,3.2371340728806066,5,7,37,5781,6161,Beach,Golden Sand Beach - Serbia,"Main Street, Serbia, Serbia",Europe,,4,Friends
4078,786,2017,12,3,1813,4.270350558686527,5,17,107,9138,2227,Park,Eco Park - Valdivia,"Main Street, Valdivia, Chile",Europe,,3,Family
4079,166,2018,4,5,2561,2.8090510500944337,5,20,13,2101,6064,Park,Wildlife Reserve - Ventspils,"Main Street, Ventspils, Latvia",Europe,,5,Solo
4080,374,2015,1,3,1463,2.0144014249007673,5,8,74,8276,83,Museum,Cultural Heritage Center - Botswana,"Main Street, Botswana, Botswana",Europe,,3,Family
4081,373,2018,7,5,1680,4.520688722563026,2,16,66,9066,277,Museum,History Museum - Playa Samara,"Main Street, Playa Samara, Costa Rica",America,,5,Solo
4082,805,2015,1,2,1904,2.7135813957026347,4,17,160,1777,2264,Temple,Ancient Temple - Ashgabat,"Main Street, Ashgabat, Turkmenistan",Australia & Oceania,,2,Couples
4083,478,2019,2,1,2370,1.29601830279801,4,16,128,6034,5150,Market,Farmers' Market - St Peters,"Main Street, St Peters, Australia",Australia & Oceania,,1,Business
4084,755,2022,11,3,2948,3.6174639499910444,2,21,118,8677,7831,Park,Botanical Garden - Roosendaal,"Main Street, Roosendaal, Netherlands",America,,3,Family
4085,479,2022,7,5,2374,3.5893874338228136,5,6,27,8561,3912,Museum,Science Museum - Brighton,"Main Street, Brighton, Australia",Europe,,5,Solo
4086,832,2019,1,3,2009,2.602329856631034,4,6,116,2608,2503,Museum,Cultural Heritage Center - Now Shahr,"Main Street, Now Shahr, Iran",Australia & Oceania,,3,Family
4087,650,2024,11,1,1404,4.201361630695369,4,6,4,8253,43,Museum,Science Museum - Harare,"Main Street, Harare, Zimbabwe",Australia & Oceania,,1,Business
4088,591,2016,3,2,1806,3.679103384149455,2,9,64,4196,2228,Market,Night Market - Valparaiso,"Main Street, Valparaiso, Chile",America,,2,Couples
4089,682,2020,6,3,1956,4.101364677057734,3,20,136,8637,2438,Park,Wildlife Reserve - Jeju,"Main Street, Jeju, South Korea",Asia,,3,Family
4090,635,2015,6,4,1986,3.183299811471177,2,16,105,4139,2479,Beach,Crystal Bay - Ayia Napa,"Main Street, Ayia Napa, Cyprus",America,,4,Friends
4091,688,2021,6,3,2200,5.0,3,21,39,680,2936,Market,Local Bazaar - Bhaktapur,"Main Street, Bhaktapur, Nepal",Asia,,3,Family
4092,300,2018,11,4,1573,2.5967566717969905,2,11,108,3424,231,Museum,Art Gallery - Havana,"Main Street, Havana, Cuba",America,,4,Friends
4093,82,2019,2,4,2602,3.8108220040618104,5,1,144,3168,6138,Park,Wildlife Reserve - Ghimbav,"Main Street, Ghimbav, Romania",Europe,,4,Friends
4094,87,2020,2,5,1655,2.2362206298904703,5,20,10,6469,256,Museum,History Museum - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands",Europe,,5,Solo
4095,225,2015,6,3,1992,4.479219011886216,3,21,30,5224,2480,Museum,Cultural Heritage Center - Chloraka,"Main Street, Chloraka, Cyprus",Asia,,3,Family
4096,16,2023,10,3,2182,1.6911659354804858,2,15,21,1099,2921,Market,Flea Market - Warangal,"Main Street, Warangal, India",America,,3,Family
4097,822,2024,5,5,1816,1.183575471500197,1,17,163,659,2218,Park,Eco Park - Chile,"Main Street, Chile, Chile",Africa,,5,Solo
4098,358,2018,7,3,1773,4.7434438780751655,4,13,98,1914,2159,Park,Wildlife Reserve - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina",Australia & Oceania,,3,Family
4099,163,2022,7,3,1655,3.237072644254684,5,11,155,1674,256,Museum,History Museum - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands",Europe,,3,Family
4100,610,2019,5,4,1560,2.864720218401423,5,4,62,7305,229,Museum,Science Museum - Saint Philip Parish,"Main Street, Saint Philip Parish, Barbados",Europe,,4,Friends
4101,668,2022,8,1,1446,3.430107448701354,2,6,136,8686,76,Museum,Art Gallery - Carthage,"Main Street, Carthage, Tunisia",America,,1,Business
4102,514,2015,10,3,1939,4.307597375475894,5,4,17,883,2350,Beach,Golden Sand Beach - Iwakuni,"Main Street, Iwakuni, Japan",Europe,,3,Family
4103,350,2022,6,1,2720,1.8048053873776264,5,21,127,3163,6469,Park,Botanical Garden - Middelfart,"Main Street, Middelfart, Denmark",Europe,,1,Business
4104,909,2018,5,1,2815,1.7417249656189262,3,16,19,6540,6771,Museum,History Museum - Orestiada,"Main Street, Orestiada, Greece",Asia,,1,Business
4105,681,2016,4,1,2603,4.832602991039526,5,20,113,2818,6138,Temple,Ancient Temple - Ghimbav,"Main Street, Ghimbav, Romania",Europe,,1,Business
4106,464,2020,7,1,1347,3.3586572255382774,4,17,119,1539,22,Temple,Sacred Shrine - Quatre Bornes,"Main Street, Quatre Bornes, Mauritius",Australia & Oceania,,1,Business
4107,827,2016,4,3,2305,3.0604659091770725,3,19,38,3765,3351,Museum,Cultural Heritage Center - Kota Kinabalu District,"Main Street, Kota Kinabalu District, Malaysia",Asia,,3,Family
4108,837,2019,5,4,2345,4.705766778678026,5,16,109,2764,3599,Market,Local Bazaar - Ko Lanta,"Main Street, Ko Lanta, Thailand",Europe,,4,Friends
4109,375,2016,5,4,1714,3.6006358351116687,2,14,98,1423,292,Museum,Cultural Heritage Center - Granada,"Main Street, Granada, Nicaragua",America,,4,Friends
4110,92,2017,1,4,2033,2.4666512414983255,5,8,59,7819,2522,Museum,Science Museum - Israel,"Main Street, Israel, Israel",Europe,,4,Friends
4111,181,2020,1,3,2356,2.3269412225662953,3,6,70,4980,3661,Museum,Cultural Heritage Center - Hai Phong,"Main Street, Hai Phong, Vietnam",Asia,,3,Family
4112,743,2015,3,4,2663,3.087437064679287,5,20,76,6969,6328,Park,National Park - Azerbaijan,"Main Street, Azerbaijan, Azerbaijan",Europe,,4,Friends
4113,301,2020,11,5,1770,4.4395834410395185,2,9,106,6977,2159,Temple,Cathedral - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina",America,,5,Solo
4114,660,2017,3,5,1837,1.2457916641770357,4,20,87,4371,2239,Beach,Golden Sand Beach - Guayaquil,"Main Street, Guayaquil, Ecuador",Australia & Oceania,,5,Solo
4115,792,2021,2,4,1363,2.3741040030190526,4,2,122,239,28,Market,Farmers' Market - Port Sudan,"Main Street, Port Sudan, Sudan",Australia & Oceania,,4,Friends
4116,189,2016,12,2,2824,4.572607275410366,4,9,138,2746,6862,Park,Botanical Garden - Marina di Carrara,"Main Street, Marina di Carrara, Italy",Australia & Oceania,,2,Couples
4117,859,2020,2,4,2551,1.986938275877002,4,12,124,8027,6059,Market,Farmers' Market - Dreilini,"Main Street, Dreilini, Latvia",Australia & Oceania,,4,Friends
4118,862,2022,6,4,1852,4.018502873056674,4,20,87,671,2245,Beach,Sunset Cove - Aguas Calientes,"Main Street, Aguas Calientes, Peru",Australia & Oceania,,4,Friends
4119,314,2015,1,3,1515,2.3540454724841005,5,17,73,4010,215,Beach,Golden Sand Beach - Abidjan,"Main Street, Abidjan, Côte d'Ivoire",Europe,,3,Family
4120,493,2023,6,3,1394,3.9234673900475534,3,5,60,7033,42,Museum,History Museum - Victoria Falls,"Main Street, Victoria Falls, Zambia",Asia,,3,Family
4121,923,2019,5,1,1766,2.5324166673769284,5,4,11,7958,1021,Temple,Sacred Shrine - Evansville,"Main Street, Evansville, United States",Europe,,1,Business
4122,922,2019,6,1,1313,1.4067075857239675,4,12,98,2916,3,Market,Farmers' Market - N'Djamena,"Main Street, N'Djamena, Chad",Australia & Oceania,,1,Business
4123,128,2019,5,5,2249,3.3299002702164255,5,14,95,1520,2997,Park,Wildlife Reserve - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia",Europe,,5,Solo
4124,519,2020,7,4,1535,4.2321709883383445,5,16,15,7952,220,Park,Eco Park - Lagos,"Main Street, Lagos, NIGERIA",Europe,,4,Friends
4125,426,2016,1,2,2931,3.7210904758632113,4,6,41,8502,7631,Market,Flea Market - Monte-Carlo,"Main Street, Monte-Carlo, Monaco",Australia & Oceania,,2,Couples
4126,559,2020,3,2,2833,3.5481376362908383,5,9,100,5912,6964,Temple,Cathedral - Paola,"Main Street, Paola, Malta",Europe,,2,Couples
4127,565,2018,6,4,1361,3.500899123742183,3,17,84,5789,26,Museum,Science Museum - Victoria,"Main Street, Victoria, Seychelles",Asia,,4,Friends
4128,187,2022,1,3,2003,3.5778904674373027,5,13,132,4215,2496,Beach,Sunset Cove - Isfahan,"Main Street, Isfahan, Iran",Europe,,3,Family
4129,550,2023,11,3,2607,4.042560439231838,5,6,115,3766,6149,Market,Flea Market - Romania,"Main Street, Romania, Romania",Europe,,3,Family
4130,453,2023,11,1,1879,3.761037446986564,4,16,124,509,2255,Market,Local Bazaar - Aktau,"Main Street, Aktau, Kazakhstan",Australia & Oceania,,1,Business
4131,471,2022,7,1,1338,3.6195069553255403,1,2,158,4288,18,Market,Local Bazaar - Mauritius,"Main Street, Mauritius, Mauritius",Africa,,1,Business
4132,988,2017,4,3,1860,3.847782259653807,4,12,114,5396,2251,Museum,History Museum - Punta del Este,"Main Street, Punta del Este, Uruguay",Australia & Oceania,,3,Family
4133,738,2024,3,4,1716,2.1233559392164736,5,4,82,662,292,Beach,Golden Sand Beach - Granada,"Main Street, Granada, Nicaragua",Europe,,4,Friends
4134,565,2018,10,1,2658,1.842466153971447,3,17,84,5789,6329,Market,Flea Market - Baku,"Main Street, Baku, Azerbaijan",Asia,,1,Business
4135,911,2015,9,3,1887,2.5408960841413935,4,20,8,858,2260,Market,Farmers' Market - Kaztsik,"Main Street, Kaztsik, Kazakhstan",Australia & Oceania,,3,Family
4136,224,2023,1,4,1881,5.0,3,15,76,8708,2255,Temple,Ancient Temple - Aktau,"Main Street, Aktau, Kazakhstan",Asia,,4,Friends
4137,154,2019,8,4,2701,4.537580367187866,4,20,132,3221,6412,Market,Local Bazaar - Ukraine,"Main Street, Ukraine, Ukraine",Australia & Oceania,,4,Friends
4138,560,2020,1,2,1358,3.211467278147513,5,12,72,6482,26,Park,Botanical Garden - Victoria,"Main Street, Victoria, Seychelles",Europe,,2,Couples
4139,351,2017,5,4,2800,2.5082277141761873,4,12,71,1106,6741,Museum,History Museum - Sofia Region,"Main Street, Sofia Region, Bulgaria",Australia & Oceania,,4,Friends
4140,147,2024,10,5,2144,1.4435660929766847,4,14,106,3977,2617,Museum,Cultural Heritage Center - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates",Australia & Oceania,,5,Solo
4141,905,2022,8,5,1795,4.595036903919899,4,17,99,3279,2183,Park,National Park - Jericoacoara,"Main Street, Jericoacoara, Brazil",Australia & Oceania,,5,Solo
4142,576,2021,6,4,2401,5.0,5,16,19,5634,5469,Museum,Cultural Heritage Center - Moorea,"Main Street, Moorea, French Polynesia",Europe,,4,Friends
4143,349,2015,7,4,2042,1.9427823827827662,3,7,117,693,2533,Museum,Science Museum - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan",Asia,,4,Friends
4144,182,2024,11,2,1939,4.188866664385984,2,13,56,7704,2350,Beach,Golden Sand Beach - Iwakuni,"Main Street, Iwakuni, Japan",America,,2,Couples
4145,637,2019,8,4,2032,3.2865802772396506,4,2,26,4018,2522,Park,National Park - Israel,"Main Street, Israel, Israel",Australia & Oceania,,4,Friends
4146,179,2024,6,4,2380,2.7958677313221605,5,6,75,2065,5461,Museum,History Museum - Colo-I-Suva,"Main Street, Colo-I-Suva, Fiji",Europe,,4,Friends
4147,39,2023,11,3,2898,4.456418144834829,5,4,21,1239,7211,Market,Farmers' Market - Breendonk,"Main Street, Breendonk, Belgium",Europe,,3,Family
4148,772,2020,6,3,2563,3.9573181642429223,5,7,163,4508,6073,Park,National Park - Vilnius,"Main Street, Vilnius, Lithuania",Europe,,3,Family
4149,894,2022,11,4,2538,4.620120430373349,3,5,103,3341,6037,Beach,Paradise Beach - Balatonfured,"Main Street, Balatonfured, Hungary",Asia,,4,Friends
4150,3,2024,6,5,1628,1.2973154425317484,5,0,113,8069,243,Park,Wildlife Reserve - Carolina,"Main Street, Carolina, Puerto Rico",Europe,,5,Solo
4151,64,2015,5,2,1645,2.2743480798298257,3,19,36,6556,252,Temple,Cathedral - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago",Asia,,2,Couples
4152,29,2024,8,2,2497,2.277267401666943,4,16,77,5777,5743,Museum,Science Museum - Trogir,"Main Street, Trogir, Croatia",Australia & Oceania,,2,Couples
4153,372,2021,2,4,1612,2.819012369151062,1,14,57,2180,242,Temple,Sacred Shrine - Kingston,"Main Street, Kingston, Jamaica",Africa,,4,Friends
4154,523,2017,7,1,2065,3.009919490575222,5,8,125,7292,2544,Museum,Cultural Heritage Center - Beirut,"Main Street, Beirut, Lebanon",Europe,,1,Business
4155,97,2023,4,4,1722,2.6320552123237895,4,9,158,5794,300,Museum,History Museum - Penonome,"Main Street, Penonome, Panama",Australia & Oceania,,4,Friends
4156,870,2020,1,1,2175,2.777534440350079,5,14,145,1893,2777,Temple,Grand Mosque - Kasauli,"Main Street, Kasauli, India",Europe,,1,Business
4157,442,2019,5,3,1334,2.971110372461663,5,20,109,2611,12,Temple,Sacred Shrine - Shimoni,"Main Street, Shimoni, Kenya",Europe,,3,Family
4158,203,2022,3,4,2254,4.441184192082045,2,5,4,6156,2995,Temple,Ancient Temple - Poipet,"Main Street, Poipet, Cambodia",America,,4,Friends
4159,411,2022,4,1,2849,3.4140031827002004,3,5,131,3110,6972,Market,Farmers' Market - Chisinau,"Main Street, Chisinau, Moldova",Asia,,1,Business
4160,993,2017,7,2,2246,3.6145177292692616,3,5,30,6839,2997,Beach,Sunset Cove - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia",Asia,,2,Couples
4161,21,2016,5,3,1310,2.3423355763305778,5,3,145,188,3,Beach,Crystal Bay - N'Djamena,"Main Street, N'Djamena, Chad",Europe,,3,Family
4162,551,2016,4,3,1496,2.8020086613075574,4,6,134,2439,137,Beach,Crystal Bay - Johannesburg South,"Main Street, Johannesburg South, South Africa",Australia & Oceania,,3,Family
4163,735,2019,1,4,2735,1.5846617904482971,3,10,161,1030,6560,Museum,History Museum - Seltjarnarnes,"Main Street, Seltjarnarnes, Iceland",Asia,,4,Friends
4164,102,2024,6,3,1501,1.9334988291726796,5,12,122,8390,140,Temple,Cathedral - Kemptonpark,"Main Street, Kemptonpark, South Africa",Europe,,3,Family
4165,46,2021,11,3,2490,2.5602169279555493,5,17,28,1589,5735,Temple,Grand Mosque - Mlini,"Main Street, Mlini, Croatia",Europe,,3,Family
4166,66,2022,10,3,1764,1.7618548852080842,4,21,68,6847,1785,Park,National Park - Safety Harbor,"Main Street, Safety Harbor, United States",Australia & Oceania,,3,Family
4167,603,2024,6,1,2115,3.41052960141881,2,21,105,8802,2576,Beach,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",America,,1,Business
4168,164,2022,7,4,2323,5.0,4,17,66,6709,3486,Temple,Cathedral - Moalboal,"Main Street, Moalboal, Philippines",Australia & Oceania,,4,Friends
4169,971,2022,1,1,2555,1.403260856261554,5,13,114,8306,6060,Temple,Cathedral - Jelgava,"Main Street, Jelgava, Latvia",Europe,,1,Business
4170,111,2024,4,4,1380,4.784920850677061,3,20,126,9121,32,Park,National Park - Dar es Salaam,"Main Street, Dar es Salaam, Tanzania",Asia,,4,Friends
4171,338,2017,12,3,2240,1.9752649890605887,5,2,69,3825,2982,Park,Wildlife Reserve - Brunei,"Main Street, Brunei, Brunei Darussalam",Europe,,3,Family
4172,123,2016,9,3,1726,4.179656075185744,3,2,13,5424,298,Temple,Sacred Shrine - Panama,"Main Street, Panama, Panama",Asia,,3,Family
4173,705,2018,12,4,2567,4.072630412236069,2,7,41,8313,6066,Museum,Cultural Heritage Center - Gargzdai,"Main Street, Gargzdai, Lithuania",America,,4,Friends
4174,447,2015,10,5,2437,4.610867739244798,5,4,40,7264,5495,Museum,History Museum - Bay of Plenty Region,"Main Street, Bay of Plenty Region, New Zealand",Europe,,5,Solo
4175,611,2017,6,5,2648,1.4557824547220495,2,12,113,7332,6223,Museum,Art Gallery - Canton of Basel,"Main Street, Canton of Basel, Switzerland",America,,5,Solo
4176,291,2023,2,3,737,2.761777864327591,2,21,60,8437,1,76,Tanah Lot Temple,"Kecamatan Kediri, Kabupaten Tabanan, Beraban 82121 Indonesia",America,Religious Sites,3,Family
4177,671,2021,4,2,2631,1.3631190414187428,2,10,93,7241,6174,Park,Botanical Garden - Senec,"Main Street, Senec, Slovakia",America,,2,Couples
4178,412,2021,6,5,2259,2.6295333032177353,5,7,44,4083,3000,Park,National Park - Dili District,"Main Street, Dili District, East Timor",Europe,,5,Solo
4179,615,2015,4,1,1761,4.646372694229779,5,15,11,2094,1217,Museum,Science Museum - Incline Village,"Main Street, Incline Village, United States",Europe,,1,Business
4180,897,2021,10,4,2399,4.626092604247424,3,12,92,2576,5469,Beach,Crystal Bay - Moorea,"Main Street, Moorea, French Polynesia",Asia,,4,Friends
4181,281,2024,7,4,1338,4.391600401781277,5,7,4,8549,18,Market,Local Bazaar - Mauritius,"Main Street, Mauritius, Mauritius",Europe,,4,Friends
4182,43,2021,12,5,2206,3.132110019450808,2,14,139,3702,2941,Museum,Science Museum - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",America,,5,Solo
4183,486,2018,3,5,2631,4.533942969342092,5,3,162,1294,6174,Park,Botanical Garden - Senec,"Main Street, Senec, Slovakia",Europe,,5,Solo
4184,596,2021,6,1,1941,2.7977671929653134,4,10,142,2643,2350,Market,Local Bazaar - Iwakuni,"Main Street, Iwakuni, Japan",Australia & Oceania,,1,Business
4185,963,2022,12,4,2391,2.098742668402553,2,9,72,2851,5468,Beach,Golden Sand Beach - French Polynesia,"Main Street, French Polynesia, French Polynesia",America,,4,Friends
4186,703,2017,4,1,2618,4.350340892483117,3,11,51,9015,6161,Temple,Sacred Shrine - Serbia,"Main Street, Serbia, Serbia",Asia,,1,Business
4187,51,2024,3,1,2324,2.1185533122069073,5,0,96,1557,3486,Park,Botanical Garden - Moalboal,"Main Street, Moalboal, Philippines",Europe,,1,Business
4188,898,2016,12,3,1410,1.7145341640977922,5,13,24,616,47,Park,Eco Park - Oran,"Main Street, Oran, Algeria",Europe,,3,Family
4189,210,2021,3,1,2535,1.5041521226751655,2,12,24,4403,5815,Temple,Grand Mosque - Bad Neuenahr-Ahrweiler,"Main Street, Bad Neuenahr-Ahrweiler, Germany",America,,1,Business
4190,126,2019,2,4,2003,3.936235664776593,4,7,27,1379,2496,Beach,Sunset Cove - Isfahan,"Main Street, Isfahan, Iran",Australia & Oceania,,4,Friends
4191,492,2019,11,5,1993,3.42832785568469,5,12,134,4998,2480,Beach,Sunset Cove - Chloraka,"Main Street, Chloraka, Cyprus",Europe,,5,Solo
4192,509,2019,3,3,2923,2.540732684328138,5,12,58,7257,7576,Market,Flea Market - Cavan,"Main Street, Cavan, Ireland",Europe,,3,Family
4193,960,2021,12,2,1484,3.9087205917839163,5,14,81,7003,90,Beach,Sunset Cove - Swakopmund,"Main Street, Swakopmund, Namibia",Europe,,2,Couples
4194,970,2023,10,5,1701,4.094560621598138,4,20,31,920,291,Temple,Grand Mosque - Roatan,"Main Street, Roatan, Honduras",Australia & Oceania,,5,Solo
4195,581,2022,1,5,2101,4.682010504534473,4,16,124,1519,2563,Temple,Cathedral - Al-Rayyan,"Main Street, Al-Rayyan, Qatar",Australia & Oceania,,5,Solo
4196,777,2020,3,4,2345,3.839749994712948,2,6,62,3361,3599,Market,Local Bazaar - Ko Lanta,"Main Street, Ko Lanta, Thailand",America,,4,Friends
4197,258,2021,9,4,1987,4.617693456590292,5,21,50,2784,2479,Temple,Grand Mosque - Ayia Napa,"Main Street, Ayia Napa, Cyprus",Europe,,4,Friends
4198,930,2023,4,5,2209,4.012398719086535,3,17,20,204,2941,Beach,Paradise Beach - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",Asia,,5,Solo
4199,188,2020,3,2,2883,2.0312361938687715,4,13,20,3228,7132,Market,Farmers' Market - Ondara,"Main Street, Ondara, Spain",Australia & Oceania,,2,Couples
4200,230,2015,8,5,2174,2.2409037117506374,5,20,19,233,2777,Beach,Paradise Beach - Kasauli,"Main Street, Kasauli, India",Europe,,5,Solo
4201,189,2018,1,5,2262,2.9139295830114857,4,9,138,2746,3002,Market,Night Market - Metiaut,"Main Street, Metiaut, East Timor",Australia & Oceania,,5,Solo
4202,415,2022,5,5,2442,1.076155870116994,5,9,6,1850,5680,Beach,Sunset Cove - Lae,"Main Street, Lae, Papua New Guinea",Europe,,5,Solo
4203,10,2021,1,2,1322,2.189591092630894,5,5,60,4898,6,Beach,Sunset Cove - Addis Ababa,"Main Street, Addis Ababa, Ethiopia",Europe,,2,Couples
4204,114,2017,7,5,2808,2.895531493376952,5,9,104,523,6772,Beach,Golden Sand Beach - Ouranoupolis,"Main Street, Ouranoupolis, Greece",Europe,,5,Solo
4205,76,2024,5,3,2739,1.932277181124575,5,21,91,7017,6558,Market,Night Market - ReykjavÃ­k,"Main Street, ReykjavÃ­k, Iceland",Europe,,3,Family
4206,676,2017,2,4,2326,2.0051035511005018,5,12,84,4028,3497,Temple,Grand Mosque - Panglao,"Main Street, Panglao, Philippines",Europe,,4,Friends
4207,502,2017,12,5,2128,2.8529469429493646,4,18,156,1856,2603,Market,Flea Market - Goreme,"Main Street, Goreme, Turkey",Australia & Oceania,,5,Solo
4208,85,2015,1,1,2274,3.9238601263437247,3,21,124,6057,3158,Temple,Grand Mosque - Manado,"Main Street, Manado, Indonesia",Asia,,1,Business
4209,49,2024,11,3,2410,4.834995723682733,4,6,5,437,5472,Market,Local Bazaar - Dededo,"Main Street, Dededo, Mariana Islands",Australia & Oceania,,3,Family
4210,495,2015,7,4,2488,3.6852555900189943,4,21,139,8113,5693,Museum,Science Museum - Bali&Austria,"Main Street, Bali&Austria, Austria",Australia & Oceania,,4,Friends
4211,838,2020,12,4,1833,3.3989959501869245,3,2,69,6329,2238,Temple,Sacred Shrine - Cuenca,"Main Street, Cuenca, Ecuador",Asia,,4,Friends
4212,689,2015,1,5,2038,2.537122273839021,5,20,85,5739,2536,Market,Flea Market - Jordan,"Main Street, Jordan, Jordan",Europe,,5,Solo
4213,387,2019,3,2,2145,1.7717959697504249,3,11,49,6615,2617,Temple,Sacred Shrine - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates",Asia,,2,Couples
4214,970,2018,11,4,2091,2.086248011257459,4,20,31,920,2561,Beach,Crystal Bay - West Bank,"Main Street, West Bank, Palestine",Australia & Oceania,,4,Friends
4215,389,2019,6,1,1781,4.167585806647232,5,0,135,7416,2148,Beach,Crystal Bay - Argentina,"Main Street, Argentina, Argentina",Europe,,1,Business
4216,218,2021,6,4,2885,3.3600265288493447,5,20,49,2205,7132,Beach,Golden Sand Beach - Ondara,"Main Street, Ondara, Spain",Europe,,4,Friends
4217,701,2020,7,2,2129,4.161280981919019,4,19,88,3279,2603,Beach,Paradise Beach - Goreme,"Main Street, Goreme, Turkey",Australia & Oceania,,2,Couples
4218,981,2023,11,4,1689,4.316332143602519,3,9,152,5661,286,Market,Local Bazaar - El Remate,"Main Street, El Remate, Guatemala",Asia,,4,Friends
4219,346,2020,11,3,1784,2.2755836575335153,5,19,128,4370,2161,Park,Botanical Garden - Cochabamba,"Main Street, Cochabamba, Bolivia",Europe,,3,Family
4220,230,2023,1,5,2430,3.041229056844903,5,20,19,233,5575,Market,Night Market - North Shore,"Main Street, North Shore, New Zealand",Europe,,5,Solo
4221,255,2018,7,4,1972,3.2760665216907228,2,17,69,5686,2468,Park,Wildlife Reserve - Taipei,"Main Street, Taipei, Taiwan",America,,4,Friends
4222,236,2015,2,4,2941,3.195494024362787,5,13,113,8653,7662,Park,Eco Park - Beverwijk,"Main Street, Beverwijk, Netherlands",Europe,,4,Friends
4223,26,2015,6,3,2076,3.6702841968152553,5,17,87,8550,2551,Museum,Art Gallery - Muscat Governorate,"Main Street, Muscat Governorate, Oman",Europe,,3,Family
4224,584,2024,8,4,2919,5.0,3,12,19,2196,7571,Museum,History Museum - Ardee,"Main Street, Ardee, Ireland",Asia,,4,Friends
4225,261,2021,5,3,1311,4.751602390682981,5,6,113,6421,3,Market,Farmers' Market - N'Djamena,"Main Street, N'Djamena, Chad",Europe,,3,Family
4226,766,2017,10,1,2125,4.614849726521566,4,20,144,8307,2598,Market,Local Bazaar - Bursa,"Main Street, Bursa, Turkey",Australia & Oceania,,1,Business
4227,271,2016,3,4,2068,1.6185583327041502,5,16,69,493,2548,Market,Local Bazaar - Tripoli,"Main Street, Tripoli, Lebanon",Europe,,4,Friends
4228,123,2020,11,5,1486,1.5613454671700238,3,2,13,5424,91,Museum,Science Museum - Walvis Bay,"Main Street, Walvis Bay, Namibia",Asia,,5,Solo
4229,656,2020,8,2,1835,1.339054640898254,2,7,91,1552,2239,Museum,Science Museum - Guayaquil,"Main Street, Guayaquil, Ecuador",America,,2,Couples
4230,257,2021,8,2,2175,2.0529240202611065,5,12,138,1947,2777,Temple,Grand Mosque - Kasauli,"Main Street, Kasauli, India",Europe,,2,Couples
4231,656,2019,4,4,1525,3.267569967866602,2,7,91,1552,216,Museum,Cultural Heritage Center - Accra,"Main Street, Accra, Ghana",America,,4,Friends
